x,y,z
-41.488548278808594,-9.827620506286621,-13.065658569335938
-41.52791976928711,-9.782963752746582,-13.15677261352539
-41.56722640991211,-9.737610816955566,-13.24725341796875
-39.12171173095703,-9.723112106323242,-12.145796775817871
-39.22046661376953,-9.7492036819458,-12.204122543334961
-38.98906326293945,-9.75850772857666,-12.0248441696167
-39.024688720703125,-9.694738388061523,-12.084088325500488
-38.93528747558594,-9.684954643249512,-12.016579627990723
-38.85520935058594,-9.676586151123047,-11.962108612060547
-39.00084686279297,-9.865269660949707,-11.944005966186523
-38.76590347290039,-9.652979850769043,-11.897370338439941
-38.68721389770508,-9.61918830871582,-11.805110931396484
-38.60558319091797,-9.592975616455078,-11.725286483764648
-38.518672943115234,-9.579291343688965,-11.665850639343262
-38.426971435546875,-9.574244499206543,-11.620497703552246
-38.33462905883789,-9.571794509887695,-11.579431533813477
-38.24226379394531,-9.569189071655273,-11.538203239440918
-38.14767074584961,-9.572053909301758,-11.505708694458008
-38.05231475830078,-9.576683044433594,-11.476388931274414
-37.96229553222656,-9.569411277770996,-11.427436828613281
-37.87455368041992,-9.556793212890625,-11.369812965393066
-37.78765106201172,-9.542956352233887,-11.310214042663574
-37.699100494384766,-9.531753540039062,-11.254929542541504
-37.610599517822266,-9.52091121673584,-11.200163841247559
-37.51885986328125,-9.515813827514648,-11.154620170593262
-37.428157806396484,-9.51065444946289,-11.109363555908203
-37.33799743652344,-9.502392768859863,-11.058721542358398
-37.25096893310547,-9.487678527832031,-10.997499465942383
-37.1647834777832,-9.472196578979492,-10.922418594360352
-37.05807876586914,-9.4544095993042,-10.841785430908203
-36.95573425292969,-9.4461030960083,-10.764832496643066
-36.84223937988281,-9.385974884033203,-10.757051467895508
-36.92674255371094,-9.397054672241211,-10.813581466674805
-36.77330017089844,-9.407608032226562,-10.636374473571777
-36.68239212036133,-9.350101470947266,-10.627516746520996
-36.5632438659668,-9.352832794189453,-10.480830192565918
-36.60104751586914,-9.33289909362793,-10.563326835632324
-36.47786331176758,-9.335631370544434,-10.415772438049316
-36.3900260925293,-9.322367668151855,-10.356982231140137
-36.34272384643555,-9.339123725891113,-10.28900146484375
-48.121192932128906,-9.191834449768066,-14.955827713012695
-48.2178955078125,-9.182433128356934,-14.977289199829102
-47.98557662963867,-9.291142463684082,-14.899572372436523
-48.01728439331055,-9.214062690734863,-14.954854965209961
-47.913639068603516,-9.238297462463379,-14.957670211791992
-47.88225555419922,-9.332283020019531,-14.884051322937012
-47.96415710449219,-9.33340835571289,-14.865077018737793
-47.30058288574219,-9.380825996398926,-14.983743667602539
-47.41871643066406,-9.36661434173584,-14.971752166748047
-47.18794631958008,-9.40578842163086,-14.973835945129395
-47.08184051513672,-9.426895141601562,-14.969008445739746
-46.97600173950195,-9.449838638305664,-14.969576835632324
-46.869544982910156,-9.475577354431152,-14.972603797912598
-46.76132583618164,-9.510376930236816,-14.96834945678711
-46.656646728515625,-9.541621208190918,-14.966203689575195
-46.71343231201172,-9.675497055053711,-14.805230140686035
-46.64802932739258,-9.625600814819336,-14.871577262878418
-46.14630889892578,-9.639165878295898,-14.99351978302002
-46.24340057373047,-9.618224143981934,-15.006901741027832
-46.048606872558594,-9.655647277832031,-14.975707054138184
-45.948631286621094,-9.670159339904785,-14.959073066711426
-45.850990295410156,-9.679886817932129,-14.938284873962402
-45.754798889160156,-9.685774803161621,-14.910722732543945
-45.65703582763672,-9.694646835327148,-14.887999534606934
-45.55552673339844,-9.712576866149902,-14.880239486694336
-45.45561599731445,-9.727692604064941,-14.867903709411621
-45.35964584350586,-9.735121726989746,-14.84322452545166
-45.25798797607422,-9.752026557922363,-14.833678245544434
-45.27111053466797,-9.796298027038574,-14.768747329711914
-44.914306640625,-9.792869567871094,-14.82800006866455
-44.97471237182617,-9.835836410522461,-14.755302429199219
-44.75919723510742,-9.82546615600586,-14.768511772155762
-44.81483840942383,-9.796727180480957,-14.81218147277832
-44.65843963623047,-9.841538429260254,-14.757603645324707
-44.562171936035156,-9.846899032592773,-14.729262351989746
-44.46384048461914,-9.85887622833252,-14.711920738220215
-44.366851806640625,-9.866302490234375,-14.686765670776367
-44.27009582519531,-9.875116348266602,-14.664329528808594
-44.166316986083984,-9.89822006225586,-14.664976119995117
-44.06189727783203,-9.924168586730957,-14.670456886291504
-43.95963668823242,-9.943693161010742,-14.665292739868164
-43.86105728149414,-9.954195976257324,-14.645259857177734
-43.762752532958984,-9.966351509094238,-14.628185272216797
-43.69601821899414,-9.900260925292969,-14.664434432983398
-43.60505676269531,-9.921978950500488,-14.631324768066406
-43.25535583496094,-9.646568298339844,-13.818350791931152
-43.30402374267578,-9.661796569824219,-13.840372085571289
-43.387413024902344,-9.759797096252441,-13.815689086914062
-43.35441589355469,-9.70433521270752,-13.842913627624512
-43.16452407836914,-9.625794410705566,-13.797088623046875
-43.042327880859375,-9.69954776763916,-13.67760944366455
-43.076377868652344,-9.631284713745117,-13.768052101135254
-42.964080810546875,-9.658729553222656,-13.754924774169922
-42.965782165527344,-9.781624794006348,-13.58930778503418
-42.90618133544922,-9.744040489196777,-13.668663024902344
-42.469810485839844,-9.72165298461914,-13.672680854797363
-42.54787826538086,-9.716204643249512,-13.698076248168945
-42.37581253051758,-9.721596717834473,-13.635481834411621
-42.282711029052734,-9.72095012664795,-13.597368240356445
-42.19123840332031,-9.717484474182129,-13.554679870605469
-42.097320556640625,-9.718198776245117,-13.51871109008789
-42.0044059753418,-9.718611717224121,-13.482575416564941
-41.910396575927734,-9.71871566772461,-13.445536613464355
-41.81509017944336,-9.7236967086792,-13.416738510131836
-41.721900939941406,-9.722196578979492,-13.377100944519043
-41.63180160522461,-9.714369773864746,-13.327269554138184
-39.167083740234375,-9.642539024353027,-12.205024719238281
-39.26625061035156,-9.66452407836914,-12.26314926147461
-39.3190803527832,-9.760164260864258,-12.266332626342773
-39.06141662597656,-9.61729621887207,-12.145606994628906
-38.968544006347656,-9.604225158691406,-12.082503318786621
-38.8768424987793,-9.599440574645996,-12.02209758758545
-38.79157257080078,-9.589953422546387,-11.97575569152832
-38.70446014404297,-9.574872970581055,-11.913919448852539
-38.62353515625,-9.546504020690918,-11.83061695098877
-38.538089752197266,-9.528888702392578,-11.764849662780762
-38.447261810302734,-9.522833824157715,-11.717876434326172
-38.35649490356445,-9.517419815063477,-11.672067642211914
-38.214820861816406,-9.516423225402832,-11.602089881896973
-38.123172760009766,-9.518874168395996,-11.562310218811035
-38.030670166015625,-9.52248764038086,-11.524002075195312
-37.94129180908203,-9.519527435302734,-11.47754192352295
-37.796810150146484,-9.48465633392334,-11.385357856750488
-37.871761322021484,-9.455317497253418,-11.509530067443848
-37.721553802490234,-9.474448204040527,-11.342439651489258
-37.63227081298828,-9.465226173400879,-11.29037094116211
-37.542171478271484,-9.457399368286133,-11.24053955078125
-37.45130920410156,-9.451111793518066,-11.193109512329102
-37.36051559448242,-9.445314407348633,-11.146684646606445
-37.272911071777344,-9.433866500854492,-11.091012954711914
-37.17744827270508,-9.431836128234863,-10.984627723693848
-36.529762268066406,-9.270630836486816,-10.597541809082031
-36.451053619384766,-9.250541687011719,-10.530111312866211
-36.35667037963867,-9.285741806030273,-10.376904487609863
-48.14580535888672,-9.128334045410156,-15.033146858215332
-48.25566482543945,-9.155898094177246,-15.022130012512207
-48.047523498535156,-9.140664100646973,-15.016329765319824
-47.94446563720703,-9.161942481994629,-15.013927459716797
-47.85359191894531,-9.19090461730957,-15.00403881072998
-47.81779479980469,-9.274824142456055,-14.950111389160156
-47.22040939331055,-9.340863227844238,-15.054036140441895
-47.29499053955078,-9.318041801452637,-15.068904876708984
-47.367462158203125,-9.31657886505127,-15.047317504882812
-47.11708068847656,-9.360275268554688,-15.048325538635254
-47.00514602661133,-9.38292121887207,-15.043097496032715
-46.898460388183594,-9.40705394744873,-15.04409408569336
-46.7943115234375,-9.434758186340332,-15.045947074890137
-46.69135284423828,-9.46372127532959,-15.045831680297852
-46.55238342285156,-9.546537399291992,-14.99595832824707
-46.5921745300293,-9.483749389648438,-15.051525115966797
-46.588497161865234,-9.59639835357666,-14.92586898803711
-46.486305236816406,-9.499093055725098,-15.060284614562988
-46.50628662109375,-9.614755630493164,-14.935065269470215
-46.44835662841797,-9.567737579345703,-15.004437446594238
-46.07673645019531,-9.588497161865234,-15.050483703613281
-46.175575256347656,-9.566004753112793,-15.060794830322266
-45.97526550292969,-9.60677719116211,-15.037419319152832
-45.8741569519043,-9.6206636428833,-15.023503303527832
-45.77726364135742,-9.628525733947754,-14.998430252075195
-45.68279266357422,-9.632232666015625,-14.967461585998535
-45.58494567871094,-9.640755653381348,-14.9442138671875
-45.485862731933594,-9.654356002807617,-14.929567337036133
-45.388160705566406,-9.663870811462402,-14.908012390136719
-45.28891372680664,-9.676337242126465,-14.89119815826416
-45.18210983276367,-9.706672668457031,-14.903755187988281
-45.17247009277344,-9.812808990478516,-14.76834487915039
-44.67800521850586,-9.79216194152832,-14.85838794708252
-44.75572967529297,-9.762598991394043,-14.895736694335938
-44.58171463012695,-9.797377586364746,-14.829564094543457
-44.48876953125,-9.797802925109863,-14.79343032836914
-44.39247131347656,-9.802743911743164,-14.764370918273926
-44.298763275146484,-9.80491828918457,-14.730998992919922
-44.200279235839844,-9.81584358215332,-14.711779594421387
-44.097312927246094,-9.837759017944336,-14.710542678833008
-43.99517059326172,-9.858105659484863,-14.706806182861328
-43.89447021484375,-9.8748197555542,-14.697062492370605
-43.794471740722656,-9.889123916625977,-14.683298110961914
-43.1937255859375,-9.573360443115234,-13.880021095275879
-43.27656555175781,-9.60184383392334,-13.908795356750488
-43.069122314453125,-9.563826560974121,-13.858768463134766
-42.99117660522461,-9.59172248840332,-13.826791763305664
-42.88827133178711,-9.61386489868164,-13.826006889343262
-42.8466796875,-9.700303077697754,-13.740607261657715
-42.39775848388672,-9.66781234741211,-13.729090690612793
-42.49237060546875,-9.665068626403809,-13.761652946472168
-42.3038330078125,-9.668472290039062,-13.692931175231934
-42.21146011352539,-9.665603637695312,-13.651150703430176
-42.11979675292969,-9.661023139953613,-13.606707572937012
-42.02520751953125,-9.663942337036133,-13.574403762817383
-41.93222427368164,-9.663875579833984,-13.537267684936523
-41.837589263916016,-9.666677474975586,-13.504895210266113
-41.74288558959961,-9.668784141540527,-13.471168518066406
-41.6522102355957,-9.663800239562988,-13.426170349121094
-41.56276321411133,-9.653450965881348,-13.371932029724121
-39.10149002075195,-9.556509017944336,-12.202047348022461
-39.183807373046875,-9.566717147827148,-12.247269630432129
-39.23836898803711,-9.602476119995117,-12.26612377166748
-38.99467086791992,-9.52319049835205,-12.148609161376953
-38.91261291503906,-9.522416114807129,-12.083847999572754
-38.820926666259766,-9.51749038696289,-12.038566589355469
-38.730125427246094,-9.511846542358398,-11.992308616638184
-38.64314651489258,-9.497452735900879,-11.931827545166016
-38.558509826660156,-9.478386878967285,-11.863627433776855
-38.46844482421875,-9.47079086303711,-11.814249038696289
-38.31871032714844,-9.463053703308105,-11.732687950134277
-37.70608901977539,-9.42824935913086,-11.390538215637207
-37.79051971435547,-9.438828468322754,-11.44638442993164
-37.55987548828125,-9.416802406311035,-11.310924530029297
-37.63231658935547,-9.369686126708984,-11.429426193237305
-37.458011627197266,-9.411733627319336,-11.244993209838867
-37.37899398803711,-9.388907432556152,-11.219444274902344
-37.277183532714844,-9.38398551940918,-11.15440559387207
-37.19228744506836,-9.377789497375488,-11.071745872497559
-47.974647521972656,-9.088165283203125,-15.074786186218262
-48.05054473876953,-9.045755386352539,-15.101710319519043
-48.223106384277344,-9.088179588317871,-15.088504791259766
-48.127235412597656,-9.059788703918457,-15.09614372253418
-47.87406921386719,-9.105701446533203,-15.066471099853516
-47.76444625854492,-9.224971771240234,-15.003557205200195
-47.78239059448242,-9.135967254638672,-15.066862106323242
-47.26675796508789,-9.266836166381836,-15.135608673095703
-47.3220100402832,-9.257575988769531,-15.136835098266602
-47.186161041259766,-9.282655715942383,-15.130265235900879
-47.04795837402344,-9.312557220458984,-15.120033264160156
-46.92926025390625,-9.337505340576172,-15.114755630493164
-46.82284164428711,-9.363563537597656,-15.113842010498047
-46.721405029296875,-9.389058113098145,-15.116622924804688
-46.619564056396484,-9.411757469177246,-15.115012168884277
-46.51724624633789,-9.430838584899902,-15.112991333007812
-46.37910842895508,-9.519556045532227,-15.062864303588867
-46.412689208984375,-9.44871711730957,-15.11047077178955
-46.3050422668457,-9.466019630432129,-15.110636711120605
-46.34276580810547,-9.592389106750488,-15.009193420410156
-46.27421188354492,-9.541945457458496,-15.064491271972656
-46.00102615356445,-9.537348747253418,-15.107529640197754
-46.10334777832031,-9.510963439941406,-15.112972259521484
-45.90147018432617,-9.554895401000977,-15.100105285644531
-45.79978561401367,-9.571682929992676,-15.0868501663208
-45.703651428222656,-9.577970504760742,-15.060005187988281
-45.60995101928711,-9.579963684082031,-15.0263671875
-45.51304244995117,-9.587932586669922,-15.002408027648926
-45.4161491394043,-9.595795631408691,-14.97806167602539
-45.319889068603516,-9.601202964782715,-14.949912071228027
-45.21394348144531,-9.630440711975098,-14.96056079864502
-45.10796356201172,-9.659234046936035,-14.970710754394531
-45.11282730102539,-9.77517318725586,-14.847505569458008
-45.05305862426758,-9.729344367980957,-14.916828155517578
-44.59828186035156,-9.755200386047363,-14.942164421081543
-44.69664764404297,-9.735733032226562,-14.988053321838379
-44.50672912597656,-9.751178741455078,-14.89859676361084
-44.41516876220703,-9.747101783752441,-14.854835510253906
-44.32345962524414,-9.742208480834961,-14.809649467468262
-44.22978210449219,-9.744378089904785,-14.776277542114258
-44.129615783691406,-9.757742881774902,-14.76101303100586
-44.02912902832031,-9.77570915222168,-14.753512382507324
-43.928340911865234,-9.79157829284668,-14.742246627807617
-43.828330993652344,-9.806028366088867,-14.72864818572998
-43.72840881347656,-9.820847511291504,-14.71597671508789
-43.64110565185547,-9.83242416381836,-14.695686340332031
-42.91608810424805,-9.54479694366455,-13.894368171691895
-43.01031494140625,-9.48843002319336,-13.95267105102539
-43.1190185546875,-9.522573471069336,-13.910499572753906
-42.7852897644043,-9.635658264160156,-13.824701309204102
-42.81391525268555,-9.565174102783203,-13.890724182128906
-42.71397018432617,-9.580059051513672,-13.877935409545898
-42.747249603271484,-9.711517333984375,-13.73351764678955
-42.73102569580078,-9.667054176330566,-13.786879539489746
-42.48786163330078,-9.63235092163086,-13.797032356262207
-42.58393859863281,-9.655145645141602,-13.779943466186523
-42.315216064453125,-9.58927059173584,-13.812300682067871
-42.409366607666016,-9.582977294921875,-13.847243309020996
-42.225223541259766,-9.589122772216797,-13.769441604614258
-42.04856872558594,-9.605859756469727,-13.660746574401855
-42.13427734375,-9.589384078979492,-13.726816177368164
-41.954795837402344,-9.60738468170166,-13.626208305358887
-41.860107421875,-9.609807968139648,-13.593219757080078
-41.76637649536133,-9.611597061157227,-13.55922794342041
-41.67323684692383,-9.610685348510742,-13.520567893981934
-41.58477020263672,-9.600066184997559,-13.46625804901123
-41.50629806518555,-9.67684555053711,-13.298184394836426
-41.445674896240234,-9.618194580078125,-13.351831436157227
-41.48604965209961,-9.57342529296875,-13.443041801452637
-39.1656494140625,-9.501763343811035,-12.272817611694336
-39.248077392578125,-9.53445053100586,-12.30613899230957
-39.064205169677734,-9.49948501586914,-12.217105865478516
-38.90503692626953,-9.446053504943848,-12.1386137008667
-39.00706100463867,-9.452204704284668,-12.207972526550293
-38.767704010009766,-9.439906120300293,-12.07178783416748
-38.6791877746582,-9.436078071594238,-12.02418327331543
-38.59568405151367,-9.424858093261719,-11.967650413513184
-38.51045227050781,-9.415789604187012,-11.91369915008545
-38.419517517089844,-9.416133880615234,-11.871363639831543
-47.93114471435547,-9.021910667419434,-15.131113052368164
-47.813472747802734,-9.05408763885498,-15.129566192626953
-47.29171371459961,-9.20641040802002,-15.189987182617188
-47.37694549560547,-9.253666877746582,-15.11793041229248
-47.1231575012207,-9.235764503479004,-15.18639850616455
-46.97249984741211,-9.263115882873535,-15.181267738342285
-46.854984283447266,-9.289459228515625,-15.175955772399902
-46.749568939208984,-9.315229415893555,-15.174144744873047
-46.64680099487305,-9.338556289672852,-15.172811508178711
-46.543609619140625,-9.35897159576416,-15.166290283203125
-46.4401969909668,-9.37761402130127,-15.15788459777832
-46.33771514892578,-9.395835876464844,-15.151019096374512
-46.19655227661133,-9.48426628112793,-15.114733695983887
-46.225948333740234,-9.405193328857422,-15.158400535583496
-46.111595153808594,-9.417779922485352,-15.170591354370117
-46.02634811401367,-9.465102195739746,-15.157547950744629
-45.931732177734375,-9.474371910095215,-15.165267944335938
-45.83592987060547,-9.50434684753418,-15.147810935974121
-45.730010986328125,-9.512707710266113,-15.134631156921387
-45.632476806640625,-9.523147583007812,-15.114882469177246
-45.536251068115234,-9.52879810333252,-15.086873054504395
-45.44097137451172,-9.533956527709961,-15.05833625793457
-45.34539794921875,-9.537097930908203,-15.026324272155762
-45.24485778808594,-9.554683685302734,-15.018203735351562
-45.138824462890625,-9.583317756652832,-15.027777671813965
-45.03569412231445,-9.60387897491455,-15.024332046508789
-44.99248504638672,-9.678132057189941,-14.97949504852295
-44.52549743652344,-9.703311920166016,-15.001689910888672
-44.618446350097656,-9.702940940856934,-15.038018226623535
-44.43305969238281,-9.700216293334961,-14.959456443786621
-44.34383010864258,-9.691380500793457,-14.908001899719238
-44.2537841796875,-9.683697700500488,-14.8583345413208
-44.157508850097656,-9.6890230178833,-14.829895973205566
-44.05836486816406,-9.702397346496582,-14.814799308776855
-43.960872650146484,-9.713162422180176,-14.795476913452148
-43.86075973510742,-9.726880073547363,-14.780736923217773
-43.76250457763672,-9.739387512207031,-14.764182090759277
-43.653778076171875,-9.778348922729492,-14.72943115234375
-42.910457611083984,-9.496454238891602,-13.954310417175293
-42.72657012939453,-9.473612785339355,-13.994481086730957
-42.827022552490234,-9.454973220825195,-14.014139175415039
-42.680259704589844,-9.643159866333008,-13.807877540588379
-42.60428237915039,-9.590285301208496,-13.85377311706543
-42.60800552368164,-9.551384925842285,-13.893888473510742
-42.626834869384766,-9.489944458007812,-13.971906661987305
-41.964927673339844,-9.541158676147461,-13.735710144042969
-42.05726623535156,-9.536406517028809,-13.772578239440918
-41.873191833496094,-9.543004989624023,-13.695267677307129
-41.789703369140625,-9.553277015686035,-13.645119667053223
-41.69563293457031,-9.552966117858887,-13.607368469238281
-41.60421371459961,-9.549847602844238,-13.565516471862793
-47.151885986328125,-9.159004211425781,-15.238800048828125
-47.447120666503906,-9.235602378845215,-15.110827445983887
-47.449737548828125,-9.181571960449219,-15.164546966552734
-47.38103485107422,-9.144338607788086,-15.220779418945312
-47.317386627197266,-9.107720375061035,-15.254047393798828
-47.24015808105469,-9.125783920288086,-15.250110626220703
-47.006710052490234,-9.182278633117676,-15.240006446838379
-46.887271881103516,-9.208999633789062,-15.233630180358887
-46.78007507324219,-9.236859321594238,-15.2276611328125
-46.67375946044922,-9.263710975646973,-15.222977638244629
-46.56982421875,-9.285839080810547,-15.21766471862793
-46.46746826171875,-9.305021286010742,-15.206568717956543
-46.3671875,-9.32451057434082,-15.195710182189941
-46.27312469482422,-9.34518814086914,-15.189767837524414
-46.180015563964844,-9.328886032104492,-15.214044570922852
-45.97999954223633,-9.393207550048828,-15.207169532775879
-46.06945037841797,-9.346763610839844,-15.223115921020508
-45.861610412597656,-9.42033576965332,-15.201986312866211
-45.65106964111328,-9.446084976196289,-15.174771308898926
-45.75409698486328,-9.424332618713379,-15.19073486328125
-45.548946380615234,-9.467020988464355,-15.157861709594727
-45.45334243774414,-9.476935386657715,-15.127469062805176
-45.36003875732422,-9.482030868530273,-15.090956687927246
-45.2734260559082,-9.483820915222168,-15.083610534667969
-45.16884994506836,-9.508460998535156,-15.08665943145752
-45.06583023071289,-9.529996871948242,-15.084805488586426
-44.93178939819336,-9.618971824645996,-15.032456398010254
-44.9162483215332,-9.55772590637207,-15.081498146057129
-44.824462890625,-9.659880638122559,-15.04172420501709
-44.719947814941406,-9.684956550598145,-15.045588493347168
-44.75397491455078,-9.603001594543457,-15.093103408813477
-44.81794357299805,-9.576512336730957,-15.099263191223145
-44.89397048950195,-9.695716857910156,-14.980340957641602
-44.794586181640625,-9.714336395263672,-14.982486724853516
-44.8730354309082,-9.610030174255371,-15.060264587402344
-44.65161895751953,-9.622117042541504,-15.087225914001465
-44.550167083740234,-9.640426635742188,-15.08008098602295
-44.454036712646484,-9.646540641784668,-15.052971839904785
-44.36098861694336,-9.646245956420898,-15.015379905700684
-44.27161407470703,-9.636404991149902,-14.962240219116211
-44.18170166015625,-9.629861831665039,-14.914743423461914
-44.08544921875,-9.635128021240234,-14.886114120483398
-43.98947525024414,-9.642521858215332,-14.861337661743164
-43.871883392333984,-9.676148414611816,-14.81006145477295
-43.91592788696289,-9.629402160644531,-14.850907325744629
-43.6830940246582,-9.698498725891113,-14.784871101379395
-43.79267883300781,-9.658357620239258,-14.82210636138916
-41.707000732421875,-9.488443374633789,-13.696150779724121
-41.79787826538086,-9.487679481506348,-13.73808765411377
-41.61779022216797,-9.486849784851074,-13.65158462524414
-41.45976638793945,-9.528959274291992,-13.504210472106934
-41.5275764465332,-9.485156059265137,-13.606574058532715
-45.884620666503906,-9.324222564697266,-15.263867378234863
-45.99337387084961,-9.29322624206543,-15.268477439880371
-45.780879974365234,-9.348074913024902,-15.25046157836914
-45.179351806640625,-9.45294189453125,-15.135784149169922
-45.281368255615234,-9.43144416809082,-15.139440536499023
-45.080650329589844,-9.46905517578125,-15.144128799438477
-44.9593505859375,-9.504605293273926,-15.118367195129395
-44.58347702026367,-9.560364723205566,-15.130522727966309
-44.67097854614258,-9.52152156829834,-15.147830963134766
-44.78044128417969,-9.488377571105957,-15.149686813354492
-44.365478515625,-9.583352088928223,-15.09598159790039
-44.46591567993164,-9.564840316772461,-15.115711212158203
-44.27052307128906,-9.590913772583008,-15.062482833862305
-44.184417724609375,-9.582839965820312,-15.009742736816406
-44.099266052246094,-9.574091911315918,-14.956217765808105
-44.005958557128906,-9.579188346862793,-14.919709205627441
-43.91271209716797,-9.584456443786621,-14.883459091186523
-44.498374938964844,-9.478738784790039,-15.163430213928223
-44.59968948364258,-9.459259033203125,-15.182040214538574
-20.31134796142578,-15.748934745788574,-3.570061445236206
-20.379501342773438,-15.674859046936035,-3.486137628555298
-20.386417388916016,-15.79384708404541,-3.6101067066192627
-20.272348403930664,-15.673901557922363,-3.502910614013672
-20.304641723632812,-15.850358963012695,-3.669628620147705
-20.200851440429688,-15.837896347045898,-3.6559183597564697
-20.594749450683594,-15.676669120788574,-3.452688217163086
-20.490991592407227,-15.678424835205078,-3.454709053039551
-20.55923080444336,-15.604985237121582,-3.3683154582977295
-20.62041473388672,-15.566637992858887,-3.333643674850464
-20.715923309326172,-15.746530532836914,-3.5582962036132812
-20.61905288696289,-15.74034595489502,-3.531172752380371
-20.45547866821289,-15.606781005859375,-3.3701181411743164
-20.599870681762695,-15.825028419494629,-3.6245779991149902
-20.49836540222168,-15.814428329467773,-3.606809377670288
-20.34055519104004,-15.600228309631348,-3.4175212383270264
-20.22805404663086,-15.59668254852295,-3.4496102333068848
-20.172822952270508,-15.761618614196777,-3.597395658493042
-20.41655731201172,-15.532343864440918,-3.300715684890747
-20.495771408081055,-15.48604965209961,-3.244438648223877
-20.598234176635742,-15.49644660949707,-3.2623276710510254
-20.30951499938965,-15.532014846801758,-3.3142895698547363
-20.203506469726562,-15.53205680847168,-3.3256309032440186
-20.10416603088379,-15.536815643310547,-3.310797691345215
-20.27500343322754,-15.460269927978516,-3.2294747829437256
-20.36290740966797,-15.397087097167969,-3.1727335453033447
-20.470117568969727,-15.412506103515625,-3.180150270462036
-20.17352294921875,-15.464168548583984,-3.2200756072998047
-20.07740592956543,-15.470544815063477,-3.1957013607025146
-20.035717010498047,-15.461605072021484,-3.1831486225128174
-20.069129943847656,-15.749874114990234,-3.582231044769287
-20.04363441467285,-15.67727279663086,-3.516211748123169
-20.028671264648438,-15.615537643432617,-3.4275221824645996
-20.24058723449707,-15.389514923095703,-3.139798879623413
-20.296415328979492,-15.313377380371094,-3.086322069168091
-20.14447021484375,-15.395877838134766,-3.1157379150390625
-20.09379768371582,-15.31020736694336,-3.006953477859497
-20.19298553466797,-15.290082931518555,-3.010751724243164
-20.243633270263672,-15.26252555847168,-3.0125789642333984
-20.071197509765625,-11.66318130493164,2.708853006362915
-19.977619171142578,-11.623781204223633,2.794624090194702
-20.04782485961914,-11.569835662841797,2.7812464237213135
-20.13264274597168,-11.576000213623047,2.716881275177002
-20.109233856201172,-11.77389144897461,2.60278582572937
-20.020160675048828,-11.752090454101562,2.6767845153808594
-20.164125442504883,-11.676239013671875,2.6345126628875732
-20.00037956237793,-11.506443977355957,2.8507163524627686
-19.911510467529297,-11.528777122497559,2.895216941833496
-19.939294815063477,-11.730976104736328,2.7371773719787598
-19.881803512573242,-11.63257122039795,2.8351974487304688
-20.09435272216797,-11.48444652557373,2.7917516231536865
-19.824575424194336,-11.571532249450684,2.906690835952759
-19.82322120666504,-11.505337715148926,2.958171844482422
-19.776582717895508,-11.638972282409668,2.8667852878570557
-19.738723754882812,-11.54362964630127,2.9643189907073975
-19.94940757751465,-11.41854476928711,2.9408621788024902
-20.040939331054688,-11.40042495727539,2.8816442489624023
-19.864521026611328,-11.433270454406738,2.9864916801452637
-19.768659591674805,-11.448718070983887,3.0251030921936035
-20.147279739379883,-11.393989562988281,2.7938108444213867
-20.072233200073242,-11.29330062866211,2.91977596282959
-20.19612693786621,-11.289037704467773,2.811244487762451
-20.182409286499023,-11.484583854675293,2.7205111980438232
-20.230615615844727,-11.38935661315918,2.727152109146118
-19.974811553955078,-11.305460929870605,2.9915106296539307
-19.895246505737305,-11.329261779785156,3.0337023735046387
-19.806276321411133,-11.357934951782227,3.067929744720459
-19.991453170776367,-11.201937675476074,3.0409655570983887
-20.063940048217773,-11.185297966003418,2.9912476539611816
-19.906879425048828,-11.219005584716797,3.093932628631592
-19.837575912475586,-11.272296905517578,3.104043483734131
-19.711803436279297,-11.369044303894043,3.1081783771514893
-19.75105857849121,-11.28257942199707,3.145850658416748
-21.24272346496582,-18.603052139282227,-6.526762962341309
-21.306560516357422,-18.52675437927246,-6.455931663513184
-21.315292358398438,-18.651710510253906,-6.563668727874756
-21.203889846801758,-18.529056549072266,-6.454945087432861
-21.233552932739258,-18.708484649658203,-6.623011112213135
-21.208141326904297,-18.63649559020996,-6.555878162384033
-21.269866943359375,-18.453832626342773,-6.378309726715088
-21.373632431030273,-18.45213508605957,-6.375748157501221
-21.397249221801758,-18.596296310424805,-6.501855373382568
-21.33917236328125,-18.38080406188965,-6.289150714874268
-21.169395446777344,-18.45745086669922,-6.3691534996032715
-21.103113174438477,-18.622406005859375,-6.545388698577881
-21.081018447875977,-18.55261993408203,-6.473330497741699
-21.440820693969727,-18.378190994262695,-6.292562007904053
-21.45233917236328,-18.465892791748047,-6.378917694091797
-21.237659454345703,-18.384449005126953,-6.28065824508667
-21.06562614440918,-18.45935821533203,-6.370612144470215
-21.133874893188477,-18.385997772216797,-6.283778667449951
-20.959646224975586,-18.459388732910156,-6.381955146789551
-21.0256290435791,-18.38420295715332,-6.3051018714904785
-20.97966957092285,-18.543182373046875,-6.453145980834961
-20.91863250732422,-18.384227752685547,-6.317009925842285
-20.873531341552734,-18.528165817260742,-6.444732189178467
-21.546724319458008,-18.377573013305664,-6.283884525299072
-21.507902145385742,-18.30366325378418,-6.2116217613220215
-21.598369598388672,-18.315160751342773,-6.214101314544678
-21.641450881958008,-18.42572021484375,-6.3249897956848145
-21.560710906982422,-18.48259925842285,-6.383736610412598
-21.405179977416992,-18.305816650390625,-6.211195945739746
-21.303625106811523,-18.30890655517578,-6.2054667472839355
-21.20095443725586,-18.311450958251953,-6.203157424926758
